zone,position,fault_type,fault_raw,R1_A_fault_mag,R1_A_fault_ang,R1_A_fault_rms,R1_A_fault_peak,R1_A_fault_crest,R1_B_fault_mag,R1_B_fault_ang,R1_B_fault_rms,R1_B_fault_peak,R1_B_fault_crest,R1_C_fault_mag,R1_C_fault_ang,R1_C_fault_rms,R1_C_fault_peak,R1_C_fault_crest,R2_A_fault_mag,R2_A_fault_ang,R2_A_fault_rms,R2_A_fault_peak,R2_A_fault_crest,R2_B_fault_mag,R2_B_fault_ang,R2_B_fault_rms,R2_B_fault_peak,R2_B_fault_crest,R2_C_fault_mag,R2_C_fault_ang,R2_C_fault_rms,R2_C_fault_peak,R2_C_fault_crest,R3_A_fault_mag,R3_A_fault_ang,R3_A_fault_rms,R3_A_fault_peak,R3_A_fault_crest,R3_B_fault_mag,R3_B_fault_ang,R3_B_fault_rms,R3_B_fault_peak,R3_B_fault_crest,R3_C_fault_mag,R3_C_fault_ang,R3_C_fault_rms,R3_C_fault_peak,R3_C_fault_crest,RE_A_fault_mag,RE_A_fault_ang,RE_A_fault_rms,RE_A_fault_peak,RE_A_fault_crest,RE_B_fault_mag,RE_B_fault_ang,RE_B_fault_rms,RE_B_fault_peak,RE_B_fault_crest,RE_C_fault_mag,RE_C_fault_ang,RE_C_fault_rms,RE_C_fault_peak,RE_C_fault_crest,SE_A_fault_mag,SE_A_fault_ang,SE_A_fault_rms,SE_A_fault_peak,SE_A_fault_crest,SE_B_fault_mag,SE_B_fault_ang,SE_B_fault_rms,SE_B_fault_peak,SE_B_fault_crest,SE_C_fault_mag,SE_C_fault_ang,SE_C_fault_rms,SE_C_fault_peak,SE_C_fault_crest,V_R1_A_fault_mag,V_R1_A_fault_ang,V_R1_B_fault_mag,V_R1_B_fault_ang,V_R1_C_fault_mag,V_R1_C_fault_ang,V_R2_A_fault_mag,V_R2_A_fault_ang,V_R2_B_fault_mag,V_R2_B_fault_ang,V_R2_C_fault_mag,V_R2_C_fault_ang,V_R3_A_fault_mag,V_R3_A_fault_ang,V_R3_B_fault_mag,V_R3_B_fault_ang,V_R3_C_fault_mag,V_R3_C_fault_ang,V_RE_A_fault_mag,V_RE_A_fault_ang,V_RE_B_fault_mag,V_RE_B_fault_ang,V_RE_C_fault_mag,V_RE_C_fault_ang,V_SE_A_fault_mag,V_SE_A_fault_ang,V_SE_B_fault_mag,V_SE_B_fault_ang,V_SE_C_fault_mag,V_SE_C_fault_ang,R1_fault_I0,R1_fault_I1,R1_fault_I2,R2_fault_I0,R2_fault_I1,R2_fault_I2,R1_fault_rms_std,R1_fault_rms_max,R1_fault_rms_min,R1_fault_rms_ratio,R2_fault_rms_std,R2_fault_rms_max,R2_fault_rms_min,R2_fault_rms_ratio
1,75,AG,LG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.550245953856,-115.98150448323997,1718.786956187993,2446.5060267644003,1.4233910828543737,2432.3540564483205,124.05171556039471,1719.966123594657,2432.4447617104606,1.4142399250438453,2430.550245953856,-115.98150448323997,1718.786956187993,2446.5060267644003,1.4233910828543737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.1202543574552,-176.53077182185856,1121.1202543574552,-176.53077182185856,1120.9573359546644,-56.4170665308805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,BC,LL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434.2162502852966,-115.93238491881884,1721.39531090229,2451.294253851052,1.4240158773095395,2434.2612181965346,124.02540710988224,1721.4061339783118,2452.57126669331,1.424748766884672,2434.2162502852966,-115.93238491881884,1721.39531090229,2451.294253851052,1.4240158773095395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.113103949992,-176.30417288461024,1121.113103949992,-176.30417288461024,1120.9573350961084,-56.41706650509338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,ABC,LLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.550002007953,-115.98150775786556,1718.7868047536256,2446.5079894686864,1.423392350175375,2434.887684955086,124.01677584031096,1721.9189559609513,2459.1817603138666,1.4281634752905494,2430.550002007953,-115.98150775786556,1718.7868047536256,2446.5079894686864,1.423392350175375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.1202554272074,-176.53078685609358,1121.1202554272074,-176.53078685609358,1120.9573357895472,-56.41706652685086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,ABC,LLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.543861335441,-115.98159019638207,1718.7829948351575,2446.557507769116,1.4234243154143824,2433.819724523584,124.03149301759792,1721.0565480611685,2447.9128956630284,1.4223314733154406,2430.543861335441,-115.98159019638207,1718.7829948351575,2446.557507769116,1.4234243154143824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.1202820994365,-176.53116665548038,1121.1202820994365,-176.53116665548038,1124.3428955793559,-56.5162560723927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,ABC,LLLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.5438563561142,-115.9815902456601,1718.7829916396474,2446.557536733626,1.4234243349125255,2434.9019209251537,124.0165797610564,1721.9308378101446,2459.3319701589235,1.4282408539047737,2430.5438563561142,-115.9815902456601,1718.7829916396474,2446.557536733626,1.4234243349125255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.1202821351335,-176.53116686221716,1121.1202821351335,-176.53116686221716,1123.68721557496,-56.49710041850023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25,AG,LG,2430.9489197500247,-115.97614533629476,1719.0382751393258,2443.284637,1.421309037928184,2432.353222964411,124.0517134780121,1719.96553422734,2432.443932,1.414239927251058,2432.684755927019,4.045591582499053,1720.0827502018649,2432.443889,1.4141435281032464,1121.1136658295145,-176.50642044527552,792.8151888810085,1134.561465,1.4310541484470516,1120.930787541388,63.57287035668446,792.6416932145498,1120.99849,1.4142562769487972,1120.954967031578,-56.4172835024089,792.650240825401,1120.998471,1.4142410022265106,3385.3031952222036,-129.68628851972045,2393.925686717925,3409.338001,1.4241620029877395,3387.3947254850686,110.35956953564505,2395.3405520873494,3387.651362,1.4142671108072422,3387.971193739955,-9.642275211414766,2395.544364312929,3387.651484,1.4141468362960665,4446.413897241477,-137.1315025312126,3144.307463609813,4481.805832,1.4253713683758762,4448.97644229849,102.92398707777608,3146.0429684102655,4449.376851,1.414277203355657,4449.744991803606,-17.07529405635876,3146.314689925468,4449.376713,1.4141550199180488,1121.1160577091284,-176.50620411693058,792.816880315793,1134.563623,1.4310538173053067,1120.933184537845,63.57308672860008,792.6433884367362,1121.000887,1.4142562763449722,1120.957365680625,-56.41706713981535,792.6519366834948,1121.000869,1.4142410017823681,1121.118654400579,-176.50607341279417,1120.9357833953861,63.57321739514762,1120.9599670132184,-56.416936478744454,1121.114021320647,-176.50632577713858,1120.9311453334415,63.57296503997673,1120.9553256199965,-56.41718882317781,4446.413897241477,-137.1315025312126,4448.97644229849,102.92398707777608,4449.744991803606,-17.07529405635876,1765.8603681339432,-88.95182711840997,1766.0833378389543,151.05274604489998,1766.072153604435,31.04283023742025,1121.118654400579,-176.50607341279417,1120.9357833953861,63.57321739514762,1120.9599670132184,-56.416936478744454,0.5158388929268635,2431.995579960185,0.7466172481384946,0.5422953595181887,1120.9995349459946,0.5674446915270255,0.4671993575498064,1720.0827502018649,1719.0382751393258,1.000607592674139,0.07984823728649645,792.8151888810085,792.6416932145498,1.0002188828419496
2,25,BC,LL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25,ABC,LLG,2430.948313622203,-115.97615346954207,1719.037886895383,2443.289515940185,1.421312197110917,2434.397019972354,124.02352208419082,1721.5157192133952,2454.0124580387487,1.4254952369299596,2432.684755910181,4.045591633910201,1720.0827501899812,2432.443901996875,1.4141435356689753,1121.1136681836306,-176.50645792599363,792.8152873158731,1134.568557058215,1.431062916179845,1123.0858043053695,63.63658577009981,794.4168928623303,1142.2238833572312,1.43781419254786,1120.9549648939126,-56.41728344185215,792.650239313737,1120.9984840682455,1.414241021410385,3385.3021655665516,-129.686304978726,2393.9250781560645,3409.347761999019,1.424166442428971,3392.002374700415,110.33624364205387,2398.909241796577,3430.798776362677,1.4301494681780054,3387.971192648559,-9.642275138707681,2395.544363541132,3387.6515091594324,1.4141468472542715,4446.412548676264,-137.13152384506762,3144.3067167471563,4481.8204206653545,1.4253763466503933,4456.133383662614,102.90900220549905,3151.6409205684754,4513.896982397048,1.4322370778149616,4449.744989697398,-17.075293988443182,3146.314688436006,4449.37674297784,1.4141550301154302,1121.116060064968,-176.50624159076156,792.8169787342448,1134.570713963084,1.431062583667745,1123.0882099873977,63.63680170833694,794.4185945989447,1142.2263249340172,1.4378141859968172,1120.9573636605141,-56.417067082615596,792.6519352549601,1121.000881065324,1.4142410195526096,1121.1186567497723,-176.5061108174863,1123.090815217385,63.63693208038433,1120.959966173554,-56.416936456173545,1121.1140236765168,-176.50636325105506,1123.0861645137468,63.636680261730874,1120.9553236063707,-56.417188765989465,4446.412548676264,-137.13152384506762,4456.133383662614,102.90900220549905,4449.744989697398,-17.075293988443182,1765.8603894929136,-88.9518270866444,1766.0442494307827,151.0547273686471,1766.0721535621503,31.042830234627818,1121.1186567497723,-176.5061108174863,1123.090815217385,63.63693208038433,1120.959966173554,-56.416936456173545,1.3056312854697096,2432.67665697838,0.6855044402082856,1.3725946276822814,1121.7175512214326,0.6239492631908392,1.0156985840432908,1721.5157192133952,1719.037886895383,1.0014414064616617,0.7967605195909213,794.4168928623303,792.650239313737,1.0022287933075285
2,25,ABC,LLL,2430.9434454276343,-115.9762187649986,1719.03476980085,2443.32877006347,1.4213376093297574,2433.5311010401565,124.03545948429021,1720.8333396950743,2444.875120014172,1.4207506698164014,2432.6676217137688,3.9768426192362916,1720.230029976985,2454.6353350738004,1.4269227325991054,1121.1136867937648,-176.5067588862688,792.8160801792715,1134.62556909222,1.431133395825749,1122.1726691316917,63.60962281842434,793.6034451587103,1133.2317644181078,1.427957213809066,1123.6160632616372,-56.49530586301573,794.9134208438725,1148.9278310692555,1.44534964556211,3385.2938933679197,-129.68643716580578,2393.920192064428,3409.426283792069,1.4242021497182435,3390.0502926167574,110.34611783296513,2397.3216066884597,3412.519629473212,1.4234717694748915,3389.341423370215,-9.739781313400364,2396.9851416616307,3444.426491861763,1.4369828298034542,4446.401709707042,-137.13169509611964,3144.300719408981,4481.937853225147,1.4254164131182703,4453.101334094989,102.91534460921513,3149.138367185738,4486.56328057471,1.4246955063407316,4452.918720178069,-17.182812486691187,3149.375185587406,4534.275133783195,1.4397380009004814,1121.1160786537037,-176.50654256234517,792.8177716131927,1134.627728257696,1.431133065986907,1122.175071276681,63.60983894448595,793.6051441604299,1133.2341881232776,1.4279572107891865,1123.618461133709,-56.49508999223658,794.9151167904214,1148.9302881816277,1.4453496529548853,1121.1186753321945,-176.5064119035444,1122.1776752557435,63.60996948378126,1123.6210640148274,-56.494959607154016,1121.114042277611,-176.50666422269055,1122.1730284635264,63.60971739543904,1123.6164198336949,-56.49521139771339,4446.401709707042,-137.13169509611964,4453.101334094989,102.91534460921513,4452.918720178069,-17.182812486691187,1765.8605606503843,-88.95182680316823,1766.060809128914,151.0538879727105,1766.1132324714179,31.045404696015197,1121.1186753321945,-176.5064119035444,1122.1776752557435,63.60996948378126,1123.6210640148274,-56.494959607154016,1.2553926799410302e-06,2432.380484944423,1.5211526788038765,8.328979559736364e-07,1122.3003376186625,1.45054301785425,0.7474016597523707,1720.8333396950743,1719.03476980085,1.0010462673157174,0.8650509150045443,794.9134208438725,792.8160801792715,1.0026454315408522
2,25,ABC,LLLG,2430.943441666127,-115.97621883599872,1719.0347673601364,2443.328795907674,1.4213376263819326,2434.4102153253502,124.02334025147302,1721.5264085221927,2454.15170069168,1.4255672689903107,2432.6707640437676,3.9905698995385785,1720.1749513698321,2448.993729386073,1.4236887517957744,1121.1136868208955,-176.5067591136276,792.8160807368241,1134.625609079682,1.4311334452565445,1123.0997201274436,63.636996276866654,794.4299843893427,1142.360910674433,1.4379629836763217,1123.0845518569217,-56.4797565621083,794.400606193137,1143.3509833440476,1.4392624759227244,3385.293889153427,-129.68643726257338,2393.92018973309,3409.426337603187,1.4242021735834565,3392.0321205705272,110.33609326956972,2398.934294117104,3431.077328837032,1.4302506480694563,3389.067043536148,-9.720318422743965,2396.6215496811383,3433.089906920014,1.432470599030028,4446.40170303654,-137.13169523991596,3144.300715749289,4481.937927102673,1.4254164382730243,4456.179586289892,102.90890562564095,3151.680541668079,4514.313514385284,1.4323512344293654,4452.283764682804,-17.16135637979211,3148.632896102879,4517.32327501123,1.4346935397271636,1121.1160786803039,-176.5065427850533,792.8177721583153,1134.627767365054,1.4311331143299395,1123.1021259800377,63.63721221568576,794.4316862783425,1142.3633536321368,1.437962978269085,1123.0869499454961,-56.47954059510236,794.4023020815839,1143.3534306741606,1.439262484106875,1121.118675355889,-176.5064120794271,1123.1047324052304,63.637342619882155,1123.089553158345,-56.47941017375753,1121.1140423044642,-176.50666444537626,1123.1000804658622,63.637090770639844,1123.084908895437,-56.47966205601072,4446.40170303654,-137.13169523991596,4456.179586289892,102.90890562564095,4452.283764682804,-17.16135637979211,1765.860560893367,-88.95182683153028,1766.0439971220292,151.0547401583235,1766.1050294765023,31.04489066475128,1121.118675355889,-176.5064120794271,1123.1047324052304,63.637342619882155,1123.089553158345,-56.47941017375753,0.5338743130220048,2432.6747173853655,1.4676977444355626,0.56125553231794,1122.4319875439899,1.431285899095784,1.0184264382470927,1721.5264085221927,1719.0347673601364,1.0014494419830047,0.7539723690581835,794.4299843893427,792.8160807368241,1.0020356595832651
2,50,AG,LG,2431.1404512029653,-115.97358032089066,1719.1618786338447,2441.7445322102826,1.4203110030282011,2432.353639602608,124.05171452724343,1719.9658288376068,2432.4443475395065,1.4142399266056405,2432.6851724676812,4.045592635081455,1720.0830447264593,2432.4443043156966,1.4141435274147025,1121.1132220180698,-176.49460059527829,792.7865101090384,1132.3239414363818,1.4282835631002904,1120.9310514547085,63.57287521225551,792.6418798404366,1120.9987522864851,1.4142562748667138,1120.9552314091266,-56.417278646434596,792.6504277659956,1120.9987334355235,1.4142409997745717,3385.6291719479036,-129.6810929978638,2394.1211515715745,3406.2575380038083,1.422759051173261,3387.3960307448333,110.35957641316516,2395.3414750616034,3387.652664796068,1.414267109748494,3387.9724998833453,-9.642268345975426,2395.5452878427172,3387.6527868496937,1.4141468349781892,4446.840572645549,-137.1247726805948,3144.548541620199,4477.198663025902,1.423796962828587,4448.977670826978,102.92399461669501,3146.043837132136,4449.378075825969,1.4142772021517422,4449.74622160781,-17.075286530369958,3146.3155594691843,4449.377939024543,1.414155018759529,1121.1153346077945,-176.49438876960767,792.7880040017849,1132.325817972372,1.428283238717904,1120.9331682385464,63.573087084032984,792.6433769114358,1121.0008691698322,1.4142562744141678,1120.9573497937156,-56.417066783786986,792.6519254490814,1121.0008512658433,1.4142409994534915,1121.1179318253628,-176.49425807354294,1120.9357672180283,63.573217753813836,1120.9599510233875,-56.416936119530945,1121.113577894722,-176.49450592899376,1120.931409265046,63.5729698959263,1120.9555899943334,-56.41718396683756,4446.840572645549,-137.1247726805948,4448.977670826978,102.92399461669501,4449.74622160781,-17.075286530369958,1765.853846938768,-88.95183462087229,1766.0835413982231,151.05274855374682,1766.0723564903622,31.04283276577912,1121.1179318253628,-176.49425807354294,1120.9357672180283,63.573217753813836,1120.9599510233875,-56.416936119530945,0.442536093057902,2432.0597114258485,0.6739363453905962,0.46523317788441326,1120.9996333161178,0.4921084725204147,0.40941997792424456,1720.0830447264593,1719.1618786338447,1.0005358227774028,0.06625656002343079,792.7865101090384,792.6418798404366,1.000182466095068
2,50,BC,LL,2433.7245922444563,-115.93895789054729,1721.0069089846918,2446.475307810977,1.421537179798003,2433.7732244626986,124.03212741791232,1721.0203244896795,2447.425937486953,1.4220784627936738,2432.685172055406,4.045592634361129,1720.0830444349506,2432.4443013709088,1.4141435259423591,1121.1083310314377,-176.3348733509564,792.825456689717,1134.8063621453257,1.4313445066250534,1122.4278064605244,63.61715867821416,793.8216333087801,1135.741881532249,1.430726795386375,1120.9552320696835,-56.41727866584038,792.6504282331138,1120.9987305165012,1.4142409952585329,3390.0211123904783,-129.61104586269045,2397.2791997750096,3415.721233456165,1.4248324658123837,3390.5965037161436,110.34336723985572,2397.7545111902123,3417.6229850050736,1.4253431571310495,3387.97249894864,-9.642268347770209,2395.5452871818143,3387.652780625712,1.4141468327701874,4452.598162028767,-137.03402043155086,3148.7105089918414,4491.35021578186,1.4264093834462754,4453.948941551941,102.91358082872098,3149.818453515096,4494.193972411255,1.4268104777263844,4449.746220466375,-17.075286528582897,3146.315558662096,4449.377934360282,1.4141550176398343,1121.110455167062,-176.33466156530486,792.8269588158108,1134.8085068954326,1.431344499927721,1122.4299289934604,63.61737025908617,793.8231346176107,1135.744026096403,1.430726791105046,1120.957350388927,-56.41706680127489,792.6519258699898,1121.0008489101706,1.4142409957306235,1121.1130595028262,-176.3345309303573,1122.4325338639592,63.61750076771986,1120.9599509602594,-56.41693611766312,1121.1086920702303,-176.33477870471106,1122.4281660907766,63.61725323294594,1120.9555905895863,-56.41718398432488,4452.598162028767,-137.03402043155086,4453.948941551941,102.91358082872098,4449.746220466375,-17.075286528582897,1765.7629357527965,-88.95196993741305,1766.056390061518,151.05412481113467,1766.0723565512149,31.042832763754806,1121.1130595028262,-176.3345309303573,1122.4325338639592,63.61750076771986,1120.9599509602594,-56.41693611766312,4.6024438589176843e-07,2433.3942778545756,0.7096616729555185,2.613044756263395e-07,1121.4969282055629,0.9350587750825986,0.43871017806435203,1721.0203244896795,1720.0830444349506,1.000544903955516,0.5158298757294223,793.8216333087801,792.6504282331138,1.0014775808274992
2,50,ABC,LLG,2431.139777005616,-115.97358936579764,1719.1614404098996,2441.749960128064,1.4203145223789322,2434.1618298789767,124.02677018155367,1721.326623310036,2451.526743576544,1.424207765323681,2432.6851724485673,4.045592679663765,1720.0830447129626,2432.4443153609413,1.4141435338471424,1121.1132244636535,-176.49464228231778,792.7866041994032,1132.3318305275134,1.4282933446775383,1122.8376014948321,63.6292589758855,794.1868405097117,1139.777533293135,1.4351503640649876,1120.9552295564279,-56.41727859387042,792.6504264558475,1120.9987450177705,1.4142410167241772,3385.628026579267,-129.68111130105387,2394.1204557180095,3406.268396647381,1.4227640002456865,3391.472554208754,110.33893592301378,2398.467190030458,3425.826606807345,1.428339991911184,3387.972498936889,-9.642268282983165,2395.5452871734165,3387.6528088289992,1.4141468445483674,4446.839072296502,-137.1247963849075,3144.54767799096,4477.214894748588,1.4238025157274972,4455.309657341387,102.91073449958985,3150.9418621560153,4506.461292419068,1.4301949986901838,4449.746219780187,-17.075286471684382,3146.315558176733,4449.377964912629,1.4141550275685035,1121.1153370501002,-176.4944304505512,792.7880980764671,1132.333705924813,1.428293018868701,1122.8397254140814,63.62947047173879,794.1883428713293,1139.779685493326,1.4351503591358907,1120.9573480441643,-56.4170667342551,792.651924211875,1121.0008619584594,1.4142410151505758,1121.1179342622709,-176.49429969318993,1122.8423300209156,63.62960088095109,1120.9599503134177,-56.41693610056364,1121.1135803386067,-176.49454760994794,1122.8379614367366,63.62935348988727,1120.9555882447835,-56.41718391730584,4446.839072296502,-137.1247963849075,4455.309657341387,102.91073449958985,4449.746219780187,-17.075286471684382,1765.8538706918691,-88.95183458549016,1766.0489578818408,151.05450151054123,1766.0723564508994,31.042832763268354,1121.1179342622709,-176.49429969318993,1122.8423300209156,63.62960088095109,1120.9599503134177,-56.41693610056364,1.1413465674156782,2432.6622300392496,0.6036652601991103,1.1998843311305125,1121.6349056500023,0.5367131973664037,0.8871840100732208,1721.326623310036,1719.1614404098996,1.0012594412887834,0.694404160850443,794.1868405097117,792.6504264558475,1.0019383248940317
2,50,ABC,LLL,2431.1355033886225,-115.97364666214204,1719.1586634287921,2441.784418154749,1.4203368601736324,2433.3978370483023,124.03730434669276,1720.7316396704496,2443.464820130146,1.4200150469704345,2432.6700475936045,3.985686193868227,1720.1933777428776,2451.00163971462,1.4248407600142374,1121.1132397242845,-176.49490647925649,792.7872023055621,1132.381878472012,1.4283553962259354,1122.0319760199895,63.605460933201755,793.4860761536694,1131.843733283442,1.4264191487390951,1123.2739422251675,-56.485286524584446,794.5797990758338,1145.3356835023635,1.4414356932236254,3385.620765215883,-129.6812273014999,2394.1160465345397,3406.33732813915,1.4227954125572948,3389.7502229517067,110.34765023159804,2397.0873318924114,3409.698811266313,1.4224341207353854,3389.1659399682912,-9.727237647702115,2396.747514205019,3437.1251391459377,1.4340789418888804,4446.829556046295,-137.1249466788436,3144.5422043370218,4477.317983100729,1.4238377773799678,4452.634446251494,102.91633214791278,3148.7700097592483,4482.344373498044,1.4235223149374314,4452.510866615669,-17.16898455361152,3148.8904050982474,4523.35657903109,1.4364922233265083,1121.1153522921352,-176.4946946573818,792.7886961923514,1132.3837558334487,1.4283550727604,1122.0340970506527,63.605672591423364,793.4875763210932,1131.845871387033,1.4264191465160627,1123.27605946664,-56.48507508176757,794.5812963653237,1145.3378474388808,1.4414357003846339,1121.1179494983342,-176.4945640000902,1122.0367005375892,63.60580314778169,1123.2786620500367,-56.4849446582823,1121.1135955909526,-176.49481181681907,1122.0323351866534,63.60555552250096,1123.274299047126,-56.48519203152574,4446.829556046295,-137.1249466788436,4452.634446251494,102.91633214791278,4452.510866615669,-17.16898455361152,1765.8540217933378,-88.95183434781644,1766.0635696173586,151.053760907968,1766.108152451717,31.045076077918353,1121.1179494983342,-176.4945640000902,1122.0367005375892,63.60580314778169,1123.2786620500367,-56.4849446582823,4.177950799539162e-07,2432.400946621916,1.3334498497635943,6.588213471981026e-07,1122.1393699299638,1.2522164380736656,0.6527390044408291,1720.7316396704496,1719.1586634287921,1.0009149686268748,0.7377185300961011,794.5797990758338,792.7872023055621,1.0022611323253685
